"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"PRKCDBP",1.22465078442035e-227,0.844304487600139,0.396,0.007,4.12633835302592e-223,"Megakaryocytes","PRKCDBP"
"SSPN",1.76982182351408e-224,0.847310810018859,0.354,0.006,5.96323765214833e-220,"Megakaryocytes","SSPN"
"TREML1",1.68201304844809e-223,1.76549571438764,0.208,0.002,5.66737476544099e-219,"Megakaryocytes","TREML1"
"CYGB1",9.35954191351234e-199,0.744361940285291,0.354,0.006,3.15360405233885e-194,"Megakaryocytes","CYGB"
"FGF7",6.33972628248705e-195,1.02425184238899,0.417,0.009,2.13610737362119e-190,"Megakaryocytes","FGF7"
"LEPR",1.78558277465284e-184,2.18722064424332,0.5,0.014,6.01634260091527e-180,"Megakaryocytes","LEPR"
"TAGLN1",1.24960450207992e-183,1.51690974225138,0.438,0.01,4.21041740930809e-179,"Megakaryocytes","TAGLN"
"MYLK1",6.35056159968889e-181,1.01664690852548,0.396,0.009,2.13975822539917e-176,"Megakaryocytes","MYLK"
"GNG11",4.08201614594493e-180,2.9810289466602,0.542,0.016,1.37539452021468e-175,"Megakaryocytes","GNG11"
"SERPING11",3.17739743162863e-179,1.45056976194726,0.479,0.013,1.07059229061295e-174,"Megakaryocytes","SERPING1"
"CMTM5",1.84338832978722e-178,1.86582647272838,0.229,0.003,6.21111263838506e-174,"Megakaryocytes","CMTM5"
"DAB21",6.44671779120966e-175,1.47351332524813,0.5,0.014,2.17215709257018e-170,"Megakaryocytes","DAB2"
"EPS8",2.70794038128404e-162,0.652389019999866,0.292,0.005,9.12413432069845e-158,"Megakaryocytes","EPS8"
"CFH",4.05409962282754e-161,1.08232234108732,0.375,0.009,1.36598832691551e-156,"Megakaryocytes","CFH"
"IGFBP4",4.3604566972794e-159,0.865897625877933,0.312,0.006,1.46921227958132e-154,"Megakaryocytes","IGFBP4"
"IGFBP3",5.44603361146928e-158,1.24118748784188,0.333,0.007,1.83498656504846e-153,"Megakaryocytes","IGFBP3"
"SGCB",1.81671280069477e-156,0.601302854346756,0.396,0.01,6.12123211066096e-152,"Megakaryocytes","SGCB"
"SERPINF11",5.4955309372136e-152,1.73380558975167,0.521,0.018,1.85166419398475e-147,"Megakaryocytes","SERPINF1"
"PF4V1",4.25101356944858e-151,0.631188956911572,0.104,0.001,1.43233651209001e-146,"Megakaryocytes","PF4V1"
"EFNA1",1.01129547891575e-144,0.738293618763097,0.146,0.001,3.40745898665872e-140,"Megakaryocytes","EFNA1"
"ANGPT11",1.05725089688995e-139,0.817149529885539,0.375,0.01,3.56230117198101e-135,"Megakaryocytes","ANGPT1"
"EPHX1",4.82951364300462e-137,1.36651366378092,0.438,0.014,1.62725632687398e-132,"Megakaryocytes","EPHX1"
"CLU1",1.5959290915827e-131,2.27323978265088,0.583,0.026,5.37732348117875e-127,"Megakaryocytes","CLU"
"SEPP11",6.39311942832497e-131,2.7318253667561,0.542,0.023,2.15409766017982e-126,"Megakaryocytes","SEPP1"
"GAS62",8.53276320328291e-124,2.25633973303079,0.479,0.019,2.87502923371414e-119,"Megakaryocytes","GAS6"
"APOE1",2.01129790029669e-123,3.52109643437013,0.521,0.023,6.77686714525968e-119,"Megakaryocytes","APOE"
"ACRBP",3.51203125977037e-121,2.31602780277106,0.312,0.008,1.18334381266703e-116,"Megakaryocytes","ACRBP"
"TFPI1",6.75520906723228e-113,1.34632642895268,0.479,0.021,2.27610014311324e-108,"Megakaryocytes","TFPI"
"SEPT5",5.84892500339573e-107,0.617226096319115,0.188,0.003,1.97073679064416e-102,"Megakaryocytes","SEPT5"
"TNS3",1.00639607873387e-103,0.719737038264678,0.375,0.014,3.3909509476859e-99,"Megakaryocytes","TNS3"
"AP001189.4",1.23785053172784e-103,1.12980123513945,0.167,0.003,4.17081358160379e-99,"Megakaryocytes","AP001189.4"
"SPRY1",1.71625748526317e-100,0.937838151440882,0.5,0.025,5.78275797084573e-96,"Megakaryocytes","SPRY1"
"ESAM",1.80652888576716e-100,1.35176624055325,0.229,0.005,6.08691842770386e-96,"Megakaryocytes","ESAM"
"TPM21",2.33167297805694e-97,0.773546068918778,0.375,0.014,7.85633893226505e-93,"Megakaryocytes","TPM2"
"S100A13",1.64753080204678e-96,0.804727787857655,0.354,0.013,5.55119028441641e-92,"Megakaryocytes","S100A13"
"TNNC2",2.12726390732467e-96,0.849276931223117,0.208,0.005,7.16760300933973e-92,"Megakaryocytes","TNNC2"
"PTGDS2",3.20313559786286e-94,2.29761922368424,0.479,0.024,1.07926450834391e-89,"Megakaryocytes","PTGDS"
"PPP1R14A5",3.72500198476454e-92,1.12384934146457,0.583,0.037,1.25510216874656e-87,"Megakaryocytes","PPP1R14A"
"C6orf25",5.76495894551951e-91,0.839013054749556,0.229,0.006,1.94244526710334e-86,"Megakaryocytes","C6orf25"
"NDN",8.4335877500999e-89,0.629107268439571,0.312,0.011,2.84161305651866e-84,"Megakaryocytes","NDN"
"AKAP121",6.84253398198396e-88,0.756008742030966,0.312,0.011,2.30552339988968e-83,"Megakaryocytes","AKAP12"
"MDK2",7.96350289773386e-87,2.03927162384676,0.521,0.032,2.68322266636245e-82,"Megakaryocytes","MDK"
"GNAZ",3.53116596070392e-85,0.652174546572063,0.167,0.003,1.18979105879958e-80,"Megakaryocytes","GNAZ"
"GSN4",1.79718011992276e-81,1.82399797975997,0.667,0.056,6.05541869606776e-77,"Megakaryocytes","GSN"
"EMP11",2.42194309123961e-76,1.26638369099879,0.354,0.016,8.16049505162273e-72,"Megakaryocytes","EMP1"
"FHL12",1.79183603632046e-75,1.38100396551989,0.562,0.042,6.03741234077817e-71,"Megakaryocytes","FHL1"
"ZNF5031",1.04676402616715e-74,0.616662842710747,0.312,0.013,3.52696670976758e-70,"Megakaryocytes","ZNF503"
"TSC22D12",1.42265301101053e-74,2.53381101580288,0.729,0.075,4.79348705529889e-70,"Megakaryocytes","TSC22D1"
"HRAT92",1.10202571730241e-73,1.11399209429909,0.208,0.006,3.71316545187873e-69,"Megakaryocytes","HRAT92"
"CSF1",1.1450428728002e-73,0.655004971915628,0.354,0.017,3.85810745561298e-69,"Megakaryocytes","CSF1"
"MEIS1",1.00204114975392e-72,0.824344478539691,0.25,0.009,3.37627744998087e-68,"Megakaryocytes","MEIS1"
"COL6A2",2.65539988033951e-72,0.799385105367779,0.354,0.017,8.94710435681596e-68,"Megakaryocytes","COL6A2"
"TMEM176A2",1.64017080864677e-68,1.13811069490625,0.417,0.025,5.52639152265444e-64,"Megakaryocytes","TMEM176A"
"RASD11",2.87246425012449e-68,1.07371482135845,0.292,0.012,9.67848104436946e-64,"Megakaryocytes","RASD1"
"CTTN",1.18226834787053e-66,1.41817468281027,0.396,0.024,3.98353497131496e-62,"Megakaryocytes","CTTN"
"TNFSF4",8.5188425593182e-65,0.738604868915141,0.146,0.003,2.87033881193667e-60,"Megakaryocytes","TNFSF4"
"GPM6B1",1.85269172462638e-64,1.24973406168077,0.458,0.032,6.24245949695612e-60,"Megakaryocytes","GPM6B"
"HSPA1B",1.02473113747955e-63,0.888327571787897,0.375,0.022,3.4527290946236e-59,"Megakaryocytes","HSPA1B"
"CYP1B11",8.40421535802679e-63,1.83675686597597,0.479,0.036,2.83171632273355e-58,"Megakaryocytes","CYP1B1"
"EBF12",1.81644996880535e-62,0.856928008574062,0.375,0.022,6.12034652489275e-58,"Megakaryocytes","EBF1"
"PTRF1",8.48935704769265e-62,0.768156727440027,0.333,0.018,2.86040396364956e-57,"Megakaryocytes","PTRF"
"ABCC3",6.90424753547123e-61,0.658670179575391,0.188,0.006,2.32631716460168e-56,"Megakaryocytes","ABCC3"
"HES12",2.0075470545582e-60,0.815685861378742,0.333,0.018,6.76422904562839e-56,"Megakaryocytes","HES1"
"HP",3.82419865287564e-60,1.93114525044856,0.208,0.007,1.28852549409992e-55,"Megakaryocytes","HP"
"PTCRA1",8.08536190458339e-59,1.93283734503787,0.208,0.007,2.72428184013033e-54,"Megakaryocytes","PTCRA"
"SERPINH1",9.67360767888801e-59,0.702881085543288,0.312,0.017,3.25942537132453e-54,"Megakaryocytes","SERPINH1"
"NEXN",1.14464693473804e-58,0.889612327204535,0.25,0.011,3.85677338190634e-54,"Megakaryocytes","NEXN"
"CNN3",1.14511943768687e-58,0.825398882482498,0.312,0.016,3.85836543334214e-54,"Megakaryocytes","CNN3"
"ITGA2B1",1.64566014895422e-55,1.36481195427131,0.271,0.013,5.54488730588634e-51,"Megakaryocytes","ITGA2B"
"C19orf33",5.29262253916188e-55,0.822135684851224,0.167,0.005,1.7832962383452e-50,"Megakaryocytes","C19orf33"
"HIST1H2AC1",4.60464503583179e-54,3.00115004950372,0.5,0.045,1.55148909837316e-49,"Megakaryocytes","HIST1H2AC"
"GUCY1B3",1.5223413887072e-53,0.730175594607252,0.25,0.012,5.12937707511005e-49,"Megakaryocytes","GUCY1B3"
"APP1",4.79415212653104e-53,1.49216572341617,0.646,0.079,1.61534161751337e-48,"Megakaryocytes","APP"
"TMEM98",9.84823639758594e-53,0.612731603188998,0.333,0.021,3.31826477180261e-48,"Megakaryocytes","TMEM98"
"PPBP",2.31295178326691e-51,4.33689975858213,0.333,0.022,7.79325973853952e-47,"Megakaryocytes","PPBP"
"AP003068.23",5.71406395440008e-50,1.02966225751265,0.229,0.011,1.92529670879556e-45,"Megakaryocytes","AP003068.23"
"HIST1H2BJ",1.30700721756974e-49,1.25983464174756,0.229,0.011,4.40383011887949e-45,"Megakaryocytes","HIST1H2BJ"
"PF4",3.56341521432737e-48,3.79583552877113,0.271,0.015,1.20065712231546e-43,"Megakaryocytes","PF4"
"GP1BA",1.39643477603308e-47,0.842572450427426,0.208,0.009,4.70514733436587e-43,"Megakaryocytes","GP1BA"
"HNMT1",4.46125865925951e-46,1.09318821108128,0.458,0.044,1.5031764926509e-41,"Megakaryocytes","HNMT"
"HIST1H3H",8.37117869219102e-44,1.52269414330795,0.229,0.012,2.82058494854684e-39,"Megakaryocytes","HIST1H3H"
"TNFRSF1A",9.48639888488604e-44,1.2357279543054,0.5,0.057,3.1963472402735e-39,"Megakaryocytes","TNFRSF1A"
"MMD",1.55595169506757e-40,1.77859333136097,0.5,0.06,5.24262364136068e-36,"Megakaryocytes","MMD"
"TSPAN4",3.48818399850777e-40,0.723312681406436,0.417,0.041,1.17530871645721e-35,"Megakaryocytes","TSPAN4"
"SENCR",5.02660330576595e-40,0.713044165491547,0.188,0.009,1.69366371784478e-35,"Megakaryocytes","SENCR"
"LRP11",1.4528285546778e-38,0.735061476135103,0.375,0.034,4.89516053213138e-34,"Megakaryocytes","LRP1"
"CTSF",1.74515291690375e-38,0.66287612962869,0.354,0.031,5.88011823821549e-34,"Megakaryocytes","CTSF"
"TPM12",2.88917288760004e-38,1.59446566220036,0.625,0.103,9.73477912747956e-34,"Megakaryocytes","TPM1"
"PGRMC1",9.34789222771386e-38,1.56537246994985,0.5,0.065,3.14967880720591e-33,"Megakaryocytes","PGRMC1"
"TMEM140",2.10058014576372e-37,0.918546857859215,0.208,0.012,7.07769474313627e-33,"Megakaryocytes","TMEM140"
"SH3BGRL21",3.41523071609782e-37,0.679465761131545,0.167,0.008,1.150727837482e-32,"Megakaryocytes","SH3BGRL2"
"SDPR1",4.20581073629357e-37,2.88528857865297,0.333,0.03,1.41710586948675e-32,"Megakaryocytes","SDPR"
"ACTN11",6.4597275042795e-36,1.17230303836711,0.604,0.095,2.17654058529193e-31,"Megakaryocytes","ACTN1"
"CD151",8.94398636893374e-36,0.865303502961233,0.5,0.065,3.01358676714854e-31,"Megakaryocytes","CD151"
"CLIC4",1.18239826535455e-35,0.638428527461804,0.396,0.042,3.98397271528562e-31,"Megakaryocytes","CLIC4"
"MLH3",3.47121203823071e-35,0.845527067626536,0.333,0.03,1.16959018416146e-30,"Megakaryocytes","MLH3"
"GAS2L1",8.60323877834386e-35,0.81263790770784,0.312,0.027,2.89877527397518e-30,"Megakaryocytes","GAS2L1"
"RAB27B",6.88758143158994e-34,0.833321803863593,0.188,0.01,2.32070168755991e-29,"Megakaryocytes","RAB27B"
"PDLIM13",2.61679064827044e-33,1.44481881191314,0.521,0.075,8.81701441028243e-29,"Megakaryocytes","PDLIM1"
"TRIB13",3.19896483301779e-33,1.17397603909913,0.417,0.049,1.07785921083701e-28,"Megakaryocytes","TRIB1"
"PRSS232",4.89251390854463e-33,0.701103506932876,0.312,0.028,1.64848363634503e-28,"Megakaryocytes","PRSS23"
"MARCKS3",8.22914253581061e-32,1.68315505947829,0.458,0.065,2.77272728601603e-27,"Megakaryocytes","MARCKS"
"NGFRAP13",2.89809974874079e-31,1.50666963885456,0.688,0.139,9.76485729340721e-27,"Megakaryocytes","NGFRAP1"
"TMEM176B2",3.66138463521525e-31,0.942947745788497,0.354,0.037,1.23366693898943e-26,"Megakaryocytes","TMEM176B"
"GADD45A1",7.22391613937062e-31,0.996852267393321,0.604,0.109,2.43402630399954e-26,"Megakaryocytes","GADD45A"
"GMDS",6.572640751048e-30,1.18091288370182,0.375,0.045,2.21458557465811e-25,"Megakaryocytes","GMDS"
"LMNA3",2.01968244045331e-29,1.84531446544465,0.75,0.192,6.80511801486337e-25,"Megakaryocytes","LMNA"
"WBP52",5.42229837461681e-28,0.719826644668524,0.354,0.043,1.82698921434339e-23,"Megakaryocytes","WBP5"
"TMEM55A",1.94318852421266e-27,0.773343251250539,0.354,0.042,6.54737941348214e-23,"Megakaryocytes","TMEM55A"
"RHOC3",5.47466545364737e-27,0.92129974716689,0.625,0.122,1.84463377795194e-22,"Megakaryocytes","RHOC"
"TUBB11",1.68792398541921e-26,2.60946254174977,0.271,0.027,5.68729107647148e-22,"Megakaryocytes","TUBB1"
"LCN2",2.3318993000941e-26,0.790439373238789,0.167,0.011,7.85710150173706e-22,"Megakaryocytes","LCN2"
"PBX11",2.4341428838674e-26,0.62954681920156,0.271,0.027,8.2016010329028e-22,"Megakaryocytes","PBX1"
"RBPMS2",3.03135337810736e-26,0.601453882395184,0.125,0.006,1.02138420721949e-21,"Megakaryocytes","RBPMS2"
"LIMA1",5.1912834394405e-26,0.602764607677595,0.292,0.031,1.74915104208508e-21,"Megakaryocytes","LIMA1"
"IFITM33",6.62622760893022e-26,2.24529108663301,0.688,0.183,2.23264113055295e-21,"Megakaryocytes","IFITM3"
"TPM46",8.49969243713224e-26,1.71706611966329,0.646,0.146,2.86388636976734e-21,"Megakaryocytes","TPM4"
"LGALS3BP",1.67861982604711e-25,0.905253147091589,0.396,0.057,5.65594164188313e-21,"Megakaryocytes","LGALS3BP"
"RCN11",4.75826571115955e-25,0.749156353473477,0.375,0.053,1.6032500487181e-20,"Megakaryocytes","RCN1"
"IL6ST1",5.04528594261328e-25,0.770001068545252,0.479,0.08,1.69995864550412e-20,"Megakaryocytes","IL6ST"
"IGFBP75",8.26402830932242e-25,2.44597325207601,0.5,0.099,2.78448169854309e-20,"Megakaryocytes","IGFBP7"
"RAB314",2.35968981149833e-24,0.702522899990206,0.479,0.08,7.95073885086246e-20,"Megakaryocytes","RAB31"
"MAP3K7CL",4.50892201346962e-24,2.04376310224662,0.229,0.021,1.51923618321846e-19,"Megakaryocytes","MAP3K7CL"
"ATF32",2.16240227374401e-23,0.988329851865308,0.375,0.055,7.28599822115306e-19,"Megakaryocytes","ATF3"
"SEPT114",4.35500854900907e-23,0.670284513643037,0.438,0.073,1.46737658050312e-18,"Megakaryocytes","SEPT11"
"LEPROT3",5.55458906029818e-23,1.33505717830087,0.625,0.168,1.87156323797687e-18,"Megakaryocytes","LEPROT"
"PRKAR2B1",2.0122113871226e-22,0.851870866374085,0.354,0.052,6.7799450477709e-18,"Megakaryocytes","PRKAR2B"
"NRGN1",2.12368387748285e-22,2.03087277061936,0.292,0.037,7.15554045679072e-18,"Megakaryocytes","NRGN"
"RUFY1",4.2921326077835e-22,1.75454488265785,0.333,0.047,1.44619116086657e-17,"Megakaryocytes","RUFY1"
"RGS183",5.66876786438893e-22,2.43036830120673,0.312,0.043,1.91003464422721e-17,"Megakaryocytes","RGS18"
"MAFB2",1.36736161920472e-21,1.00756498272572,0.417,0.067,4.60718823974839e-17,"Megakaryocytes","MAFB"
"MAGED2",2.5070975139742e-21,0.831493874358617,0.479,0.091,8.44741436358468e-17,"Megakaryocytes","MAGED2"
"CD92",7.55876454030776e-21,1.44611764542403,0.292,0.038,2.5468501242113e-16,"Megakaryocytes","CD9"
"FRMD4B",2.43038908782959e-20,0.762048361611312,0.25,0.029,8.18895299253304e-16,"Megakaryocytes","FRMD4B"
"RHOB4",2.92427972369766e-20,1.8421884563097,0.438,0.087,9.85306810102689e-16,"Megakaryocytes","RHOB"
"EGR15",4.64125563108494e-20,2.31005054703479,0.479,0.11,1.56382467233776e-15,"Megakaryocytes","EGR1"
"CD637",1.29603351193384e-19,1.55074235150237,0.771,0.311,4.36685531510989e-15,"Megakaryocytes","CD63"
"C1orf122",2.67606079931772e-19,0.740526522597915,0.417,0.078,9.01671925722114e-15,"Megakaryocytes","C1orf122"
"SLC40A13",2.78758627235964e-19,0.935688973406045,0.5,0.11,9.39249318608858e-15,"Megakaryocytes","SLC40A1"
"ILK",2.82091245237166e-19,1.25018650329012,0.5,0.112,9.50478241702109e-15,"Megakaryocytes","ILK"
"SMIM33",1.07732070256487e-18,0.738259386587695,0.292,0.041,3.62992437522206e-14,"Megakaryocytes","SMIM3"
"TMEM50A2",2.27038817081981e-18,1.21252936818996,0.792,0.323,7.64984590276028e-14,"Megakaryocytes","TMEM50A"
"SPG20",4.82906840825239e-18,0.64408976136274,0.458,0.098,1.62710630947656e-13,"Megakaryocytes","SPG20"
"AHCTF1",4.86805588934612e-18,0.686844184908456,0.292,0.043,1.64024275135628e-13,"Megakaryocytes","AHCTF1"
"ID31",5.81615438412962e-18,0.804825251423551,0.271,0.036,1.95969505818863e-13,"Megakaryocytes","ID3"
"PTGS1",1.09377703986162e-17,0.94481600777714,0.188,0.02,3.68537235810974e-13,"Megakaryocytes","PTGS1"
"CTSL3",2.08990140353145e-17,0.71807147084187,0.396,0.079,7.04171378905888e-13,"Megakaryocytes","CTSL"
"F13A12",2.1638218028268e-17,1.01992686318267,0.188,0.02,7.29078118244462e-13,"Megakaryocytes","F13A1"
"TM2D2",2.58951408088556e-17,0.616039508588972,0.271,0.038,8.7251087441358e-13,"Megakaryocytes","TM2D2"
"UBA7",2.81587159634728e-17,0.608237772856537,0.333,0.057,9.48779775673251e-13,"Megakaryocytes","UBA7"
"CEBPD4",2.89222630895615e-17,0.966063560152286,0.438,0.091,9.74506732539684e-13,"Megakaryocytes","CEBPD"
"SELM2",2.95774225997055e-17,1.13600483984187,0.542,0.149,9.96581677074477e-13,"Megakaryocytes","SELM"
"CLEC11A3",3.17209497152739e-17,0.911076400414646,0.417,0.086,1.06880567970644e-12,"Megakaryocytes","CLEC11A"
"VCL",3.9851991840627e-16,0.839518452160968,0.333,0.06,1.34277301307809e-11,"Megakaryocytes","VCL"
"LINC006571",5.43800526469336e-16,0.763310401043632,0.542,0.144,1.83228149388578e-11,"Megakaryocytes","LINC00657"
"LIMS13",1.08095211911987e-15,1.92007851917798,0.604,0.193,3.6421600701625e-11,"Megakaryocytes","LIMS1"
"FAM134B",1.41507460059079e-15,0.619019072084505,0.229,0.03,4.76795235923061e-11,"Megakaryocytes","FAM134B"
"RP11-367G6.3",1.48029538036501e-15,1.06441252021815,0.208,0.027,4.98770725460186e-11,"Megakaryocytes","RP11-367G6.3"
"TIMP13",2.70356511730727e-15,1.37661052975503,0.688,0.254,9.10939230625512e-11,"Megakaryocytes","TIMP1"
"NDUFAF34",3.70319580350831e-15,0.909403707016062,0.688,0.236,1.24775479403409e-10,"Megakaryocytes","NDUFAF3"
"CFD3",4.05680165416689e-15,2.82873762544247,0.5,0.157,1.36689874935499e-10,"Megakaryocytes","CFD"
"C2orf88",4.63619373266085e-15,1.33878728901625,0.229,0.033,1.56211911628275e-10,"Megakaryocytes","C2orf88"
"DYNLL17",6.37756472904811e-15,1.17877436295764,0.833,0.409,2.14885665980547e-10,"Megakaryocytes","DYNLL1"
"PLA2G12A1",7.08437315308568e-15,0.912675289090125,0.396,0.09,2.38700869020069e-10,"Megakaryocytes","PLA2G12A"
"STOM2",8.52952863133789e-15,1.03647685806823,0.583,0.197,2.87393937704299e-10,"Megakaryocytes","STOM"
"CYB5R31",1.01359480800738e-14,0.637534290312326,0.521,0.146,3.41520634610007e-10,"Megakaryocytes","CYB5R3"
"CYBRD11",1.236431706252e-14,0.684798205598939,0.312,0.059,4.16603299104549e-10,"Megakaryocytes","CYBRD1"
"ARHGAP181",1.45059345058145e-14,0.659751658005113,0.229,0.033,4.88762957238913e-10,"Megakaryocytes","ARHGAP18"
"VCAN2",1.57598651184402e-14,1.34240547509685,0.458,0.122,5.31012895300724e-10,"Megakaryocytes","VCAN"
"HIST2H2BE",2.9047632058858e-14,0.80256564382388,0.208,0.028,9.78730914591163e-10,"Megakaryocytes","HIST2H2BE"
"MTURN",3.33706418914111e-14,0.664502664089057,0.229,0.035,1.12439040788921e-09,"Megakaryocytes","MTURN"
"CCPG11",1.06462447257288e-13,0.627218992592982,0.354,0.076,3.58714569788707e-09,"Megakaryocytes","CCPG1"
"TAX1BP32",1.97009247081091e-13,0.857306091091087,0.333,0.07,6.63802957115029e-09,"Megakaryocytes","TAX1BP3"
"SNAP231",2.92689287396161e-13,0.969910136508194,0.5,0.151,9.86187284952626e-09,"Megakaryocytes","SNAP23"
"MIR4435-2HG3",3.83191745267072e-13,0.794506278176224,0.479,0.139,1.29112626650287e-08,"Megakaryocytes","MIR4435-2HG"
"FTH15",9.70609796263718e-13,0.917256400523577,1,0.996,3.27037264753097e-08,"Megakaryocytes","FTH1"
"BET1",1.01857157335293e-12,0.645821993469922,0.292,0.058,3.43197505925537e-08,"Megakaryocytes","BET1"
"RBMS1",3.90245456484289e-12,0.808027544396216,0.479,0.158,1.31489304107816e-07,"Megakaryocytes","RBMS1"
"HSPB15",4.02523655870652e-12,0.905758710152839,0.688,0.295,1.35626320609057e-07,"Megakaryocytes","HSPB1"
"ITM2B2",4.22740496391498e-12,0.998069446511411,0.896,0.751,1.42438182854151e-07,"Megakaryocytes","ITM2B"
"SMOX1",4.57667861448487e-12,1.09285175969338,0.25,0.047,1.54206609236453e-07,"Megakaryocytes","SMOX"
"MEST2",5.79988536637101e-12,0.664008661771864,0.271,0.054,1.95421337534505e-07,"Megakaryocytes","MEST"
"PRKAR1A2",8.37100297014732e-12,0.624291156946292,0.604,0.21,2.82052574076144e-07,"Megakaryocytes","PRKAR1A"
"SOCS32",9.7782557223675e-12,2.48092284032948,0.521,0.214,3.2946854830945e-07,"Megakaryocytes","SOCS3"
"CMTM63",1.12973739342707e-11,0.79100228330235,0.646,0.228,3.80653717341316e-07,"Megakaryocytes","CMTM6"
"CDKN1A3",1.17787930217023e-11,0.692609822479069,0.375,0.096,3.96874652073238e-07,"Megakaryocytes","CDKN1A"
"ITGB12",1.53571957405609e-11,0.907213190069183,0.646,0.266,5.1744535328246e-07,"Megakaryocytes","ITGB1"
"ZFP36L13",1.66565094197007e-11,1.59241046559804,0.604,0.268,5.61224428387396e-07,"Megakaryocytes","ZFP36L1"
"XPNPEP1",1.77780383564868e-11,0.882619813134938,0.271,0.057,5.99013224383466e-07,"Megakaryocytes","XPNPEP1"
"APOC11",4.07890681701984e-11,1.19775295948093,0.271,0.056,1.37434686292666e-06,"Megakaryocytes","APOC1"
"STAT31",4.5844350570262e-11,0.622769793990245,0.604,0.224,1.54467954811441e-06,"Megakaryocytes","STAT3"
"FCGRT5",4.59495207956281e-11,1.19004377912146,0.562,0.227,1.54822315368789e-06,"Megakaryocytes","FCGRT"
"LMO41",8.58108045079844e-11,0.655967738331256,0.333,0.082,2.89130924709203e-06,"Megakaryocytes","LMO4"
"RTN45",1.10366869813058e-10,0.777971847778589,0.688,0.313,3.71870131148118e-06,"Megakaryocytes","RTN4"
"IFNGR12",1.38851941719282e-10,0.765863368812031,0.375,0.097,4.6784773242895e-06,"Megakaryocytes","IFNGR1"
"CAMTA13",1.95183760553769e-10,0.862758667449787,0.583,0.223,6.57652162809869e-06,"Megakaryocytes","CAMTA1"
"FLNA5",4.82552353865354e-10,0.718439927197118,0.646,0.251,1.62591190111392e-05,"Megakaryocytes","FLNA"
"LINC001524",6.12946948169347e-10,0.758434808136532,0.583,0.219,2.0652634471618e-05,"Megakaryocytes","LINC00152"
"VMP12",7.47168591786289e-10,0.658016692079283,0.479,0.165,2.51750985316472e-05,"Megakaryocytes","VMP1"
"SQSTM11",8.884222008591e-10,1.06297903698877,0.542,0.227,2.99344976357465e-05,"Megakaryocytes","SQSTM1"
"DAPP12",1.00004828208668e-09,1.04360030691872,0.229,0.048,3.36956268166285e-05,"Megakaryocytes","DAPP1"
"UBE2E33",1.21146321429174e-09,0.670490651685331,0.521,0.2,4.08190415423458e-05,"Megakaryocytes","UBE2E3"
"DNAJA12",1.46942792383596e-09,0.695964500417107,0.708,0.357,4.95109044657287e-05,"Megakaryocytes","DNAJA1"
"RP6-159A1.42",1.54273646852181e-09,1.04693346800411,0.208,0.041,5.19809625703739e-05,"Megakaryocytes","RP6-159A1.4"
"GPX44",1.78817971527704e-09,1.07516536011607,0.812,0.566,6.02509273265446e-05,"Megakaryocytes","GPX4"
"FTL3",3.65461641643023e-09,0.986585390949076,1,0.989,0.0001231386455352,"Megakaryocytes","FTL"
