"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"SHD",0,0.682616034661394,0.35,0.002,0,"plasmacytoid Dendritic cells","SHD"
"DAB2",0,0.668474405200353,0.353,0.011,0,"plasmacytoid Dendritic cells","DAB2"
"BLNK2",0,0.665340038539156,0.381,0.03,0,"plasmacytoid Dendritic cells","BLNK"
"OPN3",0,0.653945703804105,0.399,0.036,0,"plasmacytoid Dendritic cells","OPN3"
"IDH3A",0,0.65193228816321,0.415,0.056,0,"plasmacytoid Dendritic cells","IDH3A"
"AC023590.1",0,0.644552541773504,0.363,0.023,0,"plasmacytoid Dendritic cells","AC023590.1"
"CLN8",0,0.637883351897954,0.335,0.042,0,"plasmacytoid Dendritic cells","CLN8"
"ARID3A1",0,0.637222623031873,0.334,0.04,0,"plasmacytoid Dendritic cells","ARID3A"
"TNNI21",0,0.63650394392624,0.308,0.014,0,"plasmacytoid Dendritic cells","TNNI2"
"PROC",0,0.632874676613094,0.298,0.001,0,"plasmacytoid Dendritic cells","PROC"
"MAP1A",0,0.6232051689332,0.32,0.011,0,"plasmacytoid Dendritic cells","MAP1A"
"ZFAT",0,0.620800218956789,0.305,0.009,0,"plasmacytoid Dendritic cells","ZFAT"
"SCN9A",0,0.604494814970146,0.304,0.004,0,"plasmacytoid Dendritic cells","SCN9A"
"FAM213A1",0,0.604311147315932,0.323,0.036,0,"plasmacytoid Dendritic cells","FAM213A"
"LAMP5",0,0.601127283278668,0.255,0.005,0,"plasmacytoid Dendritic cells","LAMP5"
"GPR1834",2.26843688156649e-301,1.15448861918343,0.726,0.223,7.64327122875013e-297,"plasmacytoid Dendritic cells","GPR183"
"OSTC5",2.18668828045801e-300,0.977479387593992,0.802,0.294,7.36782749217523e-296,"plasmacytoid Dendritic cells","OSTC"
"PLA2G162",5.21046098140481e-298,0.61840578648841,0.338,0.05,1.75561272307454e-293,"plasmacytoid Dendritic cells","PLA2G16"
"ALDH22",5.67490691534957e-298,0.60005088587145,0.409,0.071,1.91210313605788e-293,"plasmacytoid Dendritic cells","ALDH2"
"FKBP21",9.72286895346095e-298,0.889980440551731,0.686,0.2,3.27602346517913e-293,"plasmacytoid Dendritic cells","FKBP2"
"PARK74",2.35820896783641e-297,1.01031734146374,0.923,0.47,7.94574929622801e-293,"plasmacytoid Dendritic cells","PARK7"
"LAIR14",3.70196332571292e-297,0.73731466106576,0.466,0.092,1.24733952296571e-292,"plasmacytoid Dendritic cells","LAIR1"
"CDK2AP21",4.10292908089152e-296,0.870207712829503,0.574,0.141,1.38244092451559e-291,"plasmacytoid Dendritic cells","CDK2AP2"
"PPIB4",5.00627767920445e-293,1.07483430808836,0.903,0.444,1.68681520123115e-288,"plasmacytoid Dendritic cells","PPIB"
"SEC61G3",4.39740222930018e-291,1.10992519821115,0.932,0.547,1.4816607071404e-286,"plasmacytoid Dendritic cells","SEC61G"
"RNF1306",8.52218169701985e-291,0.809724450837736,0.668,0.184,2.87146390099387e-286,"plasmacytoid Dendritic cells","RNF130"
"PTGDS1",6.54741763307792e-290,2.00247160493725,0.217,0.023,2.20608689728927e-285,"plasmacytoid Dendritic cells","PTGDS"
"HSP90B12",2.8423361008339e-281,0.97379995073587,0.869,0.368,9.57696725814976e-277,"plasmacytoid Dendritic cells","HSP90B1"
"SFT2D2",3.38632772227112e-280,0.663319513506808,0.435,0.086,1.14098926274203e-275,"plasmacytoid Dendritic cells","SFT2D2"
"RNASET25",4.65354121072626e-279,1.02662467060056,0.919,0.433,1.56796417554211e-274,"plasmacytoid Dendritic cells","RNASET2"
"CNPY34",2.98800562946216e-278,0.84909615506984,0.723,0.23,1.00677861679098e-273,"plasmacytoid Dendritic cells","CNPY3"
"TAGLN23",8.32558241956321e-276,1.02246965125881,0.895,0.428,2.80522174044763e-271,"plasmacytoid Dendritic cells","TAGLN2"
"SSR41",6.69509903385698e-274,0.947193306315093,0.958,0.606,2.25584666846777e-269,"plasmacytoid Dendritic cells","SSR4"
"OFD1",2.80236956605434e-271,0.88771562562455,0.567,0.147,9.4423040158635e-267,"plasmacytoid Dendritic cells","OFD1"
"HERPUD13",3.50825639980045e-271,1.01383565782695,0.856,0.35,1.18207191134876e-266,"plasmacytoid Dendritic cells","HERPUD1"
"PPM1K1",6.34231275626021e-271,0.693750259948799,0.521,0.12,2.13697886009432e-266,"plasmacytoid Dendritic cells","PPM1K"
"DDAH24",6.96120400197832e-267,0.688335969843926,0.474,0.105,2.34550807642658e-262,"plasmacytoid Dendritic cells","DDAH2"
"ADA3",1.40683819915976e-265,0.652691771161783,0.469,0.102,4.7402006282489e-261,"plasmacytoid Dendritic cells","ADA"
"CYBA6",1.23524888082054e-261,0.990975741116194,0.984,0.711,4.16204757903672e-257,"plasmacytoid Dendritic cells","CYBA"
"SPINT24",1.19522428723817e-257,0.799050242423813,0.674,0.217,4.02718871342029e-253,"plasmacytoid Dendritic cells","SPINT2"
"HIGD1A2",3.05904059422323e-255,0.824296627829466,0.592,0.172,1.03071313781758e-250,"plasmacytoid Dendritic cells","HIGD1A"
"HLA-DQB14",1.45949716319213e-254,0.82226033766939,0.761,0.251,4.91762974165956e-250,"plasmacytoid Dendritic cells","HLA-DQB1"
"RGS13",3.59325695875439e-250,1.03722740582036,0.697,0.231,1.2107119996827e-245,"plasmacytoid Dendritic cells","RGS1"
"SLC7A51",4.07067603341026e-232,0.611046112059577,0.384,0.081,1.37157358269725e-227,"plasmacytoid Dendritic cells","SLC7A5"
"MGST25",5.17970421264973e-232,0.642606798987843,0.45,0.108,1.7452495374102e-227,"plasmacytoid Dendritic cells","MGST2"
"RGS24",7.80677537136776e-228,1.1586367921027,0.754,0.306,2.63041489362865e-223,"plasmacytoid Dendritic cells","RGS2"
"PRKCB3",1.01341423356843e-227,0.703470323348199,0.628,0.187,3.41459791858546e-223,"plasmacytoid Dendritic cells","PRKCB"
"PHB1",7.6086235599971e-227,0.797396433239588,0.649,0.215,2.56364962230542e-222,"plasmacytoid Dendritic cells","PHB"
"CCDC186",9.36956766721002e-227,0.67961641650962,0.44,0.103,3.15698212978974e-222,"plasmacytoid Dendritic cells","CCDC186"
"HLA-DRB54",1.47884779914035e-223,0.76201206097313,0.644,0.197,4.9828297744235e-219,"plasmacytoid Dendritic cells","HLA-DRB5"
"SNRNP254",7.76296780704607e-223,0.66594605226374,0.502,0.136,2.6156543729061e-218,"plasmacytoid Dendritic cells","SNRNP25"
"ERP292",4.81187317129327e-221,0.829888672940814,0.9,0.528,1.62131254633555e-216,"plasmacytoid Dendritic cells","ERP29"
"ERCC1",6.17854861841563e-212,0.638897888429664,0.498,0.137,2.08180017148896e-207,"plasmacytoid Dendritic cells","ERCC1"
"N4BP2L1",6.8568227330212e-211,0.683651762331688,0.514,0.141,2.31033785166416e-206,"plasmacytoid Dendritic cells","N4BP2L1"
"MS4A6A3",1.72835002544707e-200,0.764816258226158,0.444,0.109,5.82350257574136e-196,"plasmacytoid Dendritic cells","MS4A6A"
"C9orf1423",1.01624489375691e-196,0.807249658111719,0.706,0.276,3.42413554502453e-192,"plasmacytoid Dendritic cells","C9orf142"
"PDIA41",2.9804196962783e-196,0.617763379728747,0.486,0.135,1.00422261246401e-191,"plasmacytoid Dendritic cells","PDIA4"
"MYL66",1.30321816218273e-195,0.653827591987156,0.978,0.867,4.39106327565848e-191,"plasmacytoid Dendritic cells","MYL6"
"TMED103",4.48853615796793e-194,0.773115171854075,0.7,0.279,1.51236737306571e-189,"plasmacytoid Dendritic cells","TMED10"
"SAMHD14",7.41310411335704e-188,0.67664650412869,0.626,0.208,2.49777129995452e-183,"plasmacytoid Dendritic cells","SAMHD1"
"NCF12",3.05884615478356e-184,0.700204378223816,0.63,0.216,1.03064762339277e-179,"plasmacytoid Dendritic cells","NCF1"
"CTSC3",4.365083865262e-183,0.681756418392888,0.573,0.187,1.47077135756138e-178,"plasmacytoid Dendritic cells","CTSC"
"UCP24",1.30826406323678e-179,0.826982196471807,0.836,0.427,4.40806493467e-175,"plasmacytoid Dendritic cells","UCP2"
"TMEM2583",2.99688924366326e-179,0.737548467988049,0.91,0.547,1.0097718617599e-174,"plasmacytoid Dendritic cells","TMEM258"
"TCL1A2",1.12298609558756e-175,1.02745762588641,0.27,0.052,3.78378935047273e-171,"plasmacytoid Dendritic cells","TCL1A"
"TRAM11",1.10763894389004e-170,0.678194064034687,0.72,0.302,3.73207865754309e-166,"plasmacytoid Dendritic cells","TRAM1"
"LSP15",7.59239094088609e-169,0.753711388694942,0.821,0.442,2.55818020362216e-164,"plasmacytoid Dendritic cells","LSP1"
"CDKN2D4",1.23343140652186e-167,0.645655661915099,0.58,0.204,4.15592378113477e-163,"plasmacytoid Dendritic cells","CDKN2D"
"EIF4A31",1.28543751914614e-164,0.619823669511858,0.492,0.158,4.331153177011e-160,"plasmacytoid Dendritic cells","EIF4A3"
"CHCHD24",4.02024777002726e-163,0.632392790562256,0.955,0.751,1.35458228363299e-158,"plasmacytoid Dendritic cells","CHCHD2"
"AP3S1",4.23549793706874e-163,0.646490244327186,0.625,0.236,1.42710867491594e-158,"plasmacytoid Dendritic cells","AP3S1"
"ARL4C5",1.06826951393159e-159,0.694140489215099,0.685,0.273,3.59942730024109e-155,"plasmacytoid Dendritic cells","ARL4C"
"DBI6",1.53302481369991e-159,0.741368134305057,0.799,0.416,5.16537380728046e-155,"plasmacytoid Dendritic cells","DBI"
"SFT2D14",2.02503737379568e-159,0.622234720844055,0.584,0.216,6.82316092726717e-155,"plasmacytoid Dendritic cells","SFT2D1"
"CTSB4",1.19524632499989e-156,0.667684830963841,0.593,0.233,4.02726296745463e-152,"plasmacytoid Dendritic cells","CTSB"
"IRF2BP23",2.41441896494025e-154,0.653695692801963,0.657,0.275,8.13514326046967e-150,"plasmacytoid Dendritic cells","IRF2BP2"
"TMED22",3.52753035058694e-152,0.722751943275812,0.754,0.373,1.18856607632677e-147,"plasmacytoid Dendritic cells","TMED2"
"DSTN3",3.11951967596869e-151,0.693280410248536,0.682,0.295,1.05109095962089e-146,"plasmacytoid Dendritic cells","DSTN"
"FCGRT4",5.73818611085363e-151,0.620804878972096,0.596,0.223,1.93342442819102e-146,"plasmacytoid Dendritic cells","FCGRT"
"CALM26",5.44053969270717e-147,0.681954720633756,0.936,0.657,1.83313544406075e-142,"plasmacytoid Dendritic cells","CALM2"
"SUB16",3.3054469871519e-136,0.624430384816763,0.92,0.686,1.11373730785096e-131,"plasmacytoid Dendritic cells","SUB1"
"NUCB25",1.12226626240451e-134,0.750345079551423,0.622,0.274,3.78136394454577e-130,"plasmacytoid Dendritic cells","NUCB2"
"MYDGF3",6.71221886308873e-131,0.622025583805657,0.597,0.247,2.26161502372912e-126,"plasmacytoid Dendritic cells","MYDGF"
"B4GALT11",4.48973007812968e-130,0.648179347268401,0.346,0.096,1.51276965252501e-125,"plasmacytoid Dendritic cells","B4GALT1"
"HMGN15",1.94191074300501e-129,0.64938352458252,0.887,0.594,6.54307405748107e-125,"plasmacytoid Dendritic cells","HMGN1"
"COPE5",8.14763481909349e-127,0.661783529556239,0.77,0.427,2.74526407594536e-122,"plasmacytoid Dendritic cells","COPE"
"CD1642",1.66067676854347e-125,0.641063823635256,0.691,0.336,5.59548430393038e-121,"plasmacytoid Dendritic cells","CD164"
"SNX37",2.95608657484637e-125,0.604524641459746,0.84,0.509,9.96023810528737e-121,"plasmacytoid Dendritic cells","SNX3"
"SIVA13",7.09700516778509e-123,0.648883104499489,0.678,0.341,2.39126492123351e-118,"plasmacytoid Dendritic cells","SIVA1"
"GNAS3",1.18905617256218e-122,0.604838098197773,0.71,0.363,4.00640586783102e-118,"plasmacytoid Dendritic cells","GNAS"
"MTDH4",4.08602147796383e-122,0.639274041205691,0.749,0.4,1.37674407678513e-117,"plasmacytoid Dendritic cells","MTDH"
"SEP151",1.19356886850746e-117,0.600904306767563,0.754,0.409,4.02161094554904e-113,"plasmacytoid Dendritic cells","SEP15"
"HMGN26",3.26980820314399e-55,0.642738081196076,0.866,0.695,1.10172917596734e-50,"plasmacytoid Dendritic cells","HMGN2"
"TUBA1B6",7.2821533474628e-48,0.606354336262496,0.743,0.526,2.45364874889412e-43,"plasmacytoid Dendritic cells","TUBA1B"
"IGHG1",0,5.33936735479098,0.77,0.146,0,"plasma cells","IGHG1"
"IGLC31",0,5.23564071325015,0.734,0.226,0,"plasma cells","IGLC3"
"IGHG3",0,5.05575070946407,0.701,0.132,0,"plasma cells","IGHG3"
"IGHG2",0,4.75313114713335,0.621,0.087,0,"plasma cells","IGHG2"
"IGHG4",0,4.65124266893518,0.596,0.089,0,"plasma cells","IGHG4"
"IGHA2",0,4.53881437475921,0.565,0.034,0,"plasma cells","IGHA2"
"JCHAIN2",0,4.48038290947558,0.726,0.163,0,"plasma cells","JCHAIN"
"IGLL5",0,4.18365206762378,0.399,0.032,0,"plasma cells","IGLL5"
"MZB12",0,3.27726786382971,0.995,0.095,0,"plasma cells","MZB1"
"IGHGP",0,3.05872397718282,0.438,0.008,0,"plasma cells","IGHGP"
"IGLC7",0,2.54426708948516,0.398,0.017,0,"plasma cells","IGLC7"
"IGKV1-12",0,2.33104907167103,0.287,0.01,0,"plasma cells","IGKV1-12"
"SSR42",0,2.17898740247246,0.999,0.606,0,"plasma cells","SSR4"
"DERL31",0,1.97894253826774,0.925,0.035,0,"plasma cells","DERL3"
"FKBP112",0,1.83435993467285,0.969,0.156,0,"plasma cells","FKBP11"
"SEC11C1",0,1.80024758896095,0.966,0.196,0,"plasma cells","SEC11C"
"HERPUD14",0,1.65099437472542,0.971,0.349,0,"plasma cells","HERPUD1"
"HSP90B13",0,1.61258659684417,0.987,0.367,0,"plasma cells","HSP90B1"
"ITM2C4",0,1.6107971239218,0.941,0.118,0,"plasma cells","ITM2C"
"FKBP22",0,1.55972225614262,0.934,0.198,0,"plasma cells","FKBP2"
"XBP15",0,1.39374509472289,0.936,0.271,0,"plasma cells","XBP1"
"IGLV6-57",0,1.37425451028164,0.274,0.004,0,"plasma cells","IGLV6-57"
"PRDX42",0,1.35485913804622,0.896,0.123,0,"plasma cells","PRDX4"
"IGKV4-1",0,1.32587688738491,0.225,0.012,0,"plasma cells","IGKV4-1"
"TNFRSF17",0,1.27488638971616,0.763,0.006,0,"plasma cells","TNFRSF17"
"MYDGF4",0,1.24978491862459,0.915,0.244,0,"plasma cells","MYDGF"
"MANF3",0,1.22146784688879,0.849,0.143,0,"plasma cells","MANF"
"IGLV3-1",0,1.22131192619585,0.374,0.005,0,"plasma cells","IGLV3-1"
"SPCS23",0,1.08138599802888,0.964,0.394,0,"plasma cells","SPCS2"
"IGLC6",0,1.05086594959519,0.329,0.004,0,"plasma cells","IGLC6"
"JSRP1",0,1.05036432812153,0.507,0.007,0,"plasma cells","JSRP1"
"SDF2L13",0,1.04939487424766,0.898,0.191,0,"plasma cells","SDF2L1"
"AL928768.31",0,1.01704520026756,0.398,0.012,0,"plasma cells","AL928768.3"
"PDIA66",0,0.967277018873082,0.893,0.265,0,"plasma cells","PDIA6"
"PDIA42",0,0.96533572622373,0.795,0.132,0,"plasma cells","PDIA4"
"UBE2J14",0,0.943785215833942,0.824,0.181,0,"plasma cells","UBE2J1"
"SSR34",0,0.94212254845779,0.866,0.213,0,"plasma cells","SSR3"
"CRELD22",0,0.9324822499929,0.798,0.107,0,"plasma cells","CRELD2"
"ANKRD284",0,0.902305615517994,0.676,0.142,0,"plasma cells","ANKRD28"
"SPCS33",0,0.891791073458486,0.859,0.21,0,"plasma cells","SPCS3"
"VIMP2",0,0.887792685892516,0.867,0.203,0,"plasma cells","VIMP"
"ERLEC1",0,0.844751639756674,0.784,0.102,0,"plasma cells","ERLEC1"
"TRIB12",0,0.820385019505741,0.605,0.044,0,"plasma cells","TRIB1"
"LMAN22",0,0.802696831647269,0.878,0.27,0,"plasma cells","LMAN2"
"CCND1",0,0.801028811726341,0.12,0.006,0,"plasma cells","CCND1"
"PLPP51",0,0.796778713850261,0.75,0.075,0,"plasma cells","PLPP5"
"TMED92",0,0.787660281291921,0.864,0.247,0,"plasma cells","TMED9"
"SDC1",0,0.723477973553868,0.568,0.002,0,"plasma cells","SDC1"
"SELM1",0,0.720515257115612,0.754,0.143,0,"plasma cells","SELM"
"EAF26",0,0.718829529421318,0.693,0.095,0,"plasma cells","EAF2"
"GNG73",0,0.717339071131204,0.721,0.067,0,"plasma cells","GNG7"
"FCRL51",0,0.699783079135603,0.615,0.011,0,"plasma cells","FCRL5"
"CD382",0,0.688587339954237,0.66,0.049,0,"plasma cells","CD38"
"LMAN11",0,0.673143244424667,0.705,0.118,0,"plasma cells","LMAN1"
"CD79A2",0,0.641751712625611,0.72,0.109,0,"plasma cells","CD79A"
"FRZB",0,0.637805048970864,0.143,0.002,0,"plasma cells","FRZB"
"KDELR22",0,0.621443338931825,0.793,0.218,0,"plasma cells","KDELR2"
"TNFRSF13B1",0,0.607967036348405,0.59,0.013,0,"plasma cells","TNFRSF13B"
"SPCS11",4.0106712194495e-289,0.926455995052205,0.969,0.501,1.35135556068131e-284,"plasma cells","SPCS1"
"DNAJB9",4.05933728076336e-288,0.695176366284157,0.768,0.211,1.36775310338041e-283,"plasma cells","DNAJB9"
"IGHA1",5.72406551526983e-262,5.24552792870282,0.89,0.399,1.92866663471502e-257,"plasma cells","IGHA1"
"NUCB26",7.96277799959903e-262,0.686567275620547,0.856,0.272,2.6829784191849e-257,"plasma cells","NUCB2"
"KRTCAP22",2.51746425169977e-251,0.977651562461634,0.916,0.371,8.4823440496772e-247,"plasma cells","KRTCAP2"
"IGLC21",7.08638170602137e-251,5.32929871430876,0.87,0.384,2.38768545202684e-246,"plasma cells","IGLC2"
"CD273",2.89410211806133e-238,0.607196760621185,0.788,0.232,9.75138767659586e-234,"plasma cells","CD27"
"RABAC13",4.58856765663946e-228,0.667085062534674,0.89,0.325,1.5460719862281e-223,"plasma cells","RABAC1"
"COMMD32",8.83968793436028e-204,0.743953075590302,0.593,0.166,2.97844445260335e-199,"plasma cells","COMMD3"
"TMEM2584",1.9552479238996e-201,0.797535802816985,0.957,0.547,6.5880123547873e-197,"plasma cells","TMEM258"
"SEC61B5",4.02990374280261e-201,0.775272606433302,0.952,0.492,1.35783576709991e-196,"plasma cells","SEC61B"
"IGKC1",1.17195318644276e-199,5.43338501501588,0.951,0.672,3.94877906640024e-195,"plasma cells","IGKC"
"IGKV3-20",7.62360194379232e-195,0.75077235119806,0.148,0.015,2.56869643894138e-190,"plasma cells","IGKV3-20"
"PPIB5",7.75711061276645e-188,0.936160873618434,0.932,0.444,2.61368084986553e-183,"plasma cells","PPIB"
"ISG202",1.59127640695334e-179,0.686260568743335,0.898,0.386,5.36164672558859e-175,"plasma cells","ISG20"
"TMEM591",2.85873192406574e-159,0.642263975685939,0.916,0.483,9.63221134494712e-155,"plasma cells","TMEM59"
"IGLL14",1.42135147469142e-158,1.37466460356495,0.35,0.079,4.78910165882527e-154,"plasma cells","IGLL1"
"SELK1",1.64160000043477e-155,0.610436932347986,0.936,0.519,5.53120704146493e-151,"plasma cells","SELK"
"HSPA54",2.67103627896308e-149,0.682228351331944,0.858,0.373,8.9997896383382e-145,"plasma cells","HSPA5"
"SUB17",2.4821789348152e-116,0.779640827765007,0.967,0.686,8.36345370296633e-112,"plasma cells","SUB1"
"IGLV3-27",1.33208205085461e-59,2.4774872248547,0.104,0.021,4.48831726214951e-55,"plasma cells","IGLV3-27"
"JUN3",2.70630160881195e-58,0.793958617384508,0.888,0.762,9.118612640731e-54,"plasma cells","JUN"
"IGHM2",1.51356147201374e-54,3.34141104401352,0.363,0.152,5.09979402380309e-50,"plasma cells","IGHM"
"CXCL12",0,4.49385553986838,0.479,0.004,0,"Megakaryocytes","CXCL12"
"IGFBP5",0,3.29034565000827,0.5,0,0,"Megakaryocytes","IGFBP5"
"C10orf10",0,2.58300275297846,0.458,0.003,0,"Megakaryocytes","C10orf10"
"CTGF",0,2.37024667387913,0.479,0.002,0,"Megakaryocytes","CTGF"
"TF",0,2.2430837653072,0.479,0,0,"Megakaryocytes","TF"
"FRZB1",0,2.21428723146077,0.458,0.003,0,"Megakaryocytes","FRZB"
"DCN",0,2.14174851536829,0.479,0,0,"Megakaryocytes","DCN"
"NNMT",0,1.93963537766887,0.5,0.001,0,"Megakaryocytes","NNMT"
"LUM",0,1.93068847413573,0.479,0,0,"Megakaryocytes","LUM"
"ESM1",0,1.88768944742884,0.417,0.001,0,"Megakaryocytes","ESM1"
"MYL9",0,1.84882964299814,0.562,0.004,0,"Megakaryocytes","MYL9"
"CP",0,1.82815508360805,0.438,0,0,"Megakaryocytes","CP"
"COL1A2",0,1.82080628020461,0.5,0,0,"Megakaryocytes","COL1A2"
"RARRES2",0,1.7853570280664,0.5,0.001,0,"Megakaryocytes","RARRES2"
"PCOLCE",0,1.76676506957654,0.5,0.006,0,"Megakaryocytes","PCOLCE"
"OLFML3",0,1.76379770805753,0.5,0.001,0,"Megakaryocytes","OLFML3"
"CALD1",0,1.74515053476189,0.646,0.003,0,"Megakaryocytes","CALD1"
"TMEM40",0,1.73624705670207,0.25,0.002,0,"Megakaryocytes","TMEM40"
"LHFP",0,1.5647335459774,0.5,0.007,0,"Megakaryocytes","LHFP"
"C1S",0,1.53202664840301,0.458,0.001,0,"Megakaryocytes","C1S"
"VCAM1",0,1.51304627427688,0.458,0.001,0,"Megakaryocytes","VCAM1"
"MGP",0,1.48991421255698,0.396,0.002,0,"Megakaryocytes","MGP"
"FSTL1",0,1.48203866838294,0.479,0.003,0,"Megakaryocytes","FSTL1"
"IGF2",0,1.4670746540112,0.438,0,0,"Megakaryocytes","IGF2"
"SPARCL1",0,1.45702201600193,0.417,0,0,"Megakaryocytes","SPARCL1"
"LPL",0,1.44251421642955,0.438,0.001,0,"Megakaryocytes","LPL"
"CLEC1B",0,1.40128946176107,0.25,0.002,0,"Megakaryocytes","CLEC1B"
"PLPP3",0,1.34743924530961,0.396,0.001,0,"Megakaryocytes","PLPP3"
"C1R",0,1.28775253175104,0.458,0.003,0,"Megakaryocytes","C1R"
"GGT5",0,1.21899864294267,0.458,0.001,0,"Megakaryocytes","GGT5"
"TNC",0,1.2187918056951,0.375,0,0,"Megakaryocytes","TNC"
"APOD",0,1.21382553508527,0.354,0.001,0,"Megakaryocytes","APOD"
"ANGPTL4",0,1.20356357234164,0.438,0.001,0,"Megakaryocytes","ANGPTL4"
"FBLN1",0,1.19302016773761,0.417,0.001,0,"Megakaryocytes","FBLN1"
"ADIRF",0,1.17902001918641,0.292,0.001,0,"Megakaryocytes","ADIRF"
"TNFAIP6",0,1.17472227154406,0.438,0.005,0,"Megakaryocytes","TNFAIP6"
"FBN1",0,1.17080352946158,0.396,0.004,0,"Megakaryocytes","FBN1"
"CCDC80",0,1.16320117719213,0.417,0.001,0,"Megakaryocytes","CCDC80"
"FMO3",0,1.1578868472285,0.458,0,0,"Megakaryocytes","FMO3"
"CHL1",0,1.13288239784888,0.417,0.001,0,"Megakaryocytes","CHL1"
"FMO2",0,1.12344757578957,0.375,0,0,"Megakaryocytes","FMO2"
"COL6A1",0,1.08184483359266,0.438,0.003,0,"Megakaryocytes","COL6A1"
"NTRK2",0,1.08091493468137,0.375,0,0,"Megakaryocytes","NTRK2"
"BMP5",0,1.0432762657549,0.438,0,0,"Megakaryocytes","BMP5"
"LTBP2",0,1.02817523523917,0.417,0.004,0,"Megakaryocytes","LTBP2"
"DDR2",0,1.01602503467931,0.396,0.001,0,"Megakaryocytes","DDR2"
"FN1",0,1.006897579582,0.396,0.004,0,"Megakaryocytes","FN1"
"CYR61",0,0.997725012477002,0.333,0.001,0,"Megakaryocytes","CYR61"
"EPAS1",0,0.971003012748912,0.375,0.002,0,"Megakaryocytes","EPAS1"
"NUPR1",0,0.959557804415412,0.438,0.001,0,"Megakaryocytes","NUPR1"
"MXRA8",0,0.951084904119507,0.438,0.002,0,"Megakaryocytes","MXRA8"
"COL3A1",0,0.948623359874406,0.354,0,0,"Megakaryocytes","COL3A1"
"CDH11",0,0.945574329778436,0.417,0,0,"Megakaryocytes","CDH11"
"PAPPA",0,0.934050626435813,0.417,0.001,0,"Megakaryocytes","PAPPA"
"PLAC9",0,0.928392624981237,0.396,0,0,"Megakaryocytes","PLAC9"
"CRH",0,0.886241798652352,0.229,0,0,"Megakaryocytes","CRH"
"BGN",0,0.869215153304882,0.354,0,0,"Megakaryocytes","BGN"
"ID4",0,0.851392003790113,0.333,0,0,"Megakaryocytes","ID4"
"COL14A1",0,0.842519675381584,0.375,0,0,"Megakaryocytes","COL14A1"
"RBMS3",0,0.83673752477391,0.458,0.001,0,"Megakaryocytes","RBMS3"
"SLPI",0,0.836100609559452,0.25,0.001,0,"Megakaryocytes","SLPI"
"RND3",0,0.833345370083262,0.312,0,0,"Megakaryocytes","RND3"
"FOXC1",0,0.819298952785076,0.396,0,0,"Megakaryocytes","FOXC1"
"MDFI",0,0.803310087792642,0.375,0,0,"Megakaryocytes","MDFI"
"ALPL",0,0.789726689069987,0.375,0,0,"Megakaryocytes","ALPL"
"RBP1",0,0.786858102765408,0.333,0.001,0,"Megakaryocytes","RBP1"
"ARHGAP6",0,0.74262630273338,0.292,0.003,0,"Megakaryocytes","ARHGAP6"
"CHRDL1",0,0.73773061595427,0.312,0.001,0,"Megakaryocytes","CHRDL1"
"RP11-501J20.5",0,0.731162168113079,0.188,0.001,0,"Megakaryocytes","RP11-501J20.5"
"ALDH1A3",0,0.722593097248828,0.312,0,0,"Megakaryocytes","ALDH1A3"
"PDGFRA",0,0.702626265246143,0.333,0,0,"Megakaryocytes","PDGFRA"
"ERRFI1",0,0.687810510442689,0.354,0.003,0,"Megakaryocytes","ERRFI1"
"PGF",0,0.687665332918841,0.292,0.002,0,"Megakaryocytes","PGF"
"EFEMP2",0,0.686599074613569,0.333,0.003,0,"Megakaryocytes","EFEMP2"
"SRPX",0,0.672461005815401,0.271,0.001,0,"Megakaryocytes","SRPX"
"GLDN",0,0.655753744872589,0.292,0,0,"Megakaryocytes","GLDN"
"KITLG",0,0.649974017246907,0.292,0,0,"Megakaryocytes","KITLG"
"TIMP4",0,0.649135086867221,0.271,0,0,"Megakaryocytes","TIMP4"
"ST5",0,0.625075214034945,0.292,0.001,0,"Megakaryocytes","ST5"
"ECM2",0,0.623985243701389,0.292,0,0,"Megakaryocytes","ECM2"
"CAV2",0,0.6190146011803,0.229,0.001,0,"Megakaryocytes","CAV2"
"RP11-879F14.2",0,0.615557951927504,0.167,0.001,0,"Megakaryocytes","RP11-879F14.2"
"GPX3",0,0.608748671965472,0.333,0.003,0,"Megakaryocytes","GPX3"
"LIFR",0,0.608065581174672,0.354,0,0,"Megakaryocytes","LIFR"
"CLDN5",7.60938173005792e-301,1.35874035402103,0.208,0.001,2.56390508012571e-296,"Megakaryocytes","CLDN5"
"SPARC",7.90501873432895e-298,2.04810164723417,0.667,0.015,2.6635170123448e-293,"Megakaryocytes","SPARC"
"C11orf96",6.88691419127731e-283,0.70509267212221,0.229,0.002,2.32047686760898e-278,"Megakaryocytes","C11orf96"
"ENKUR",3.8683578560814e-277,0.814657736061735,0.188,0.001,1.30340449602807e-272,"Megakaryocytes","ENKUR"
"CCL2",1.03850683274177e-276,0.828824909930703,0.271,0.003,3.49914492224012e-272,"Megakaryocytes","CCL2"
"GP9",7.58964957052527e-256,1.92692641920327,0.312,0.004,2.55725652629278e-251,"Megakaryocytes","GP9"
"COL1A1",7.79700592521429e-238,0.733561661450038,0.271,0.003,2.6271231764417e-233,"Megakaryocytes","COL1A1"
"IGFBP21",1.15622861393497e-232,1.96056745764889,0.479,0.01,3.89579669179248e-228,"Megakaryocytes","IGFBP2"
